,地级市,地级市编号,年份,年份编号,,省份,省份年份,2001~2008的分区,2009~2018的分区,地理区位,清运量,无害化处理量,卫生填埋量,焚烧量,堆肥量,简易填埋量,有机组分,灰分,纸类,塑料,织物,木竹,金属,玻璃,其他,有机组分C,灰分C,纸类C,塑料C,织物C,竹木C,玻璃C,金属C,其他C,有机组分N,灰分N,纸类N,塑料N,织物N,竹木N,玻璃N,金属N,其他N,有机组分K,灰分K,纸类K,塑料K,织物K,竹木K,玻璃K,金属K,其他K,有机组分P,灰分P,纸类P,塑料P,织物P,竹木P,玻璃P,金属P,其他P,卫生填埋CH4氧化因子,简易填埋CH4氧化因子,卫生填埋CH4修正因子（MCF）,简易填埋CH4修正因子（MCF）,卫生填埋CH4收集率%,简易填埋CH4收集率%,纸类/织物k,竹木k,园林和公园废弃物k,食物垃圾k,食物垃圾DOCf,木材DOCf,纸张DOCf,织物DOCf,园林废物DOCf,纸类DOC（%）,竹木DOC（%）,织物DOC（%）,食物垃圾DOC（%）,卫生填埋垃圾渗滤液量（立方米/吨垃圾）,简易填埋垃圾渗滤液量（立方米/吨垃圾）,卫生填埋垃圾渗滤液COD（克/立方米）,简易填埋垃圾渗滤液COD（克/立方米）,卫生填埋垃圾渗滤液NH4-N（克/立方米）,简易填埋垃圾渗滤液NH4-N（克/立方米）,卫生填埋垃圾渗滤液总磷（克/立方米）,简易填埋垃圾渗滤液总磷（克/立方米）,卫生填埋垃圾渗滤液TN（克/立方米）,简易填埋垃圾渗滤液TN（克/立方米）,填埋垃圾渗滤液K（克/立方米）,灰渣有机碳
3350,牡丹江,173,2020,20,牡丹江2020,Heilongjiang,Heilongjiang2020,半湿润区,半湿润区,Northeast,41.1926,41.1926,40.4888,0,0.7038,0,0.451727353,0.269479365,0.102578225,0.119056394,0.018518996,0.01393656,0.007018672,0.01618959,0.001494846,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
3353,那曲,174,2020,20,那曲2020,Xizang,Xizang2020,干旱半干旱区,半湿润区,Southwest,2.5006,2.4621,2.4621,0,0,0.0385,0.42102023,0.24497412,0.107445744,0.135602225,0.017863676,0.033384664,0.006909171,0.015940467,0.016859704,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
3373,南昌,175,2020,20,南昌2020,Jiangxi,Jiangxi2020,强降雨区,湿润 II 区,East,124.09129,124.09129,47.554014,71.037876,5.4994,0,0.567607078,0.095226006,0.124969823,0.141493231,0.018675907,0.013965396,0.006920975,0.015967802,0.015173783,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
3393,南充,176,2020,20,南充2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,61.7873,61.7873,28.4125,33.3748,0,0,0.441875917,0.218182826,0.125780685,0.135290434,0.025203787,0.013970359,0.006909454,0.015940691,0.016845847,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
3413,南京,177,2020,20,南京2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,322.13,322.128367,20.774447,300.724664,0.629256,0.001633,0.600565,0.021971144,0.129135962,0.135933728,0.039402795,0.03329373,0.00690921,0.01594066,0.016847771,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3433,南宁,178,2020,20,南宁2020,Guangxi,Guangxi2020,强降雨区,湿润 I 区,South,137.602893,137.602893,73.4961,64.106793,0,0,0.496395346,0.166199915,0.126139074,0.139676817,0.01825651,0.013946195,0.006911471,0.015945831,0.016528841,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,1658.4,4.93
3453,南平,179,2020,20,南平2020,Fujian,Fujian2020,强降雨区,湿润 II 区,East,34.644866,34.644866,8.631259,26.013607,0,0,0.544282909,0.096777219,0.112756705,0.136032155,0.03904393,0.03286368,0.006919673,0.0159648,0.015358929,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3473,南通,180,2020,20,南通2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,126.830473,126.830473,0,126.830473,0,0,0.595097648,0.056200799,0.126569501,0.140294421,0.028774446,0.0139538,0.006913442,0.015950425,0.016245519,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3493,南阳,181,2020,20,南阳2020,Henan,Henan2020,湿润区,半湿润区,Central,69.0637,69.0637,69.0637,0,0,0,0.456769632,0.211590209,0.124330678,0.136113195,0.018690892,0.013958357,0.006917664,0.015959763,0.015669611,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
3513,内江,182,2020,20,内江2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,32.446409,32.446409,0.759,31.687409,0,0,0.430295933,0.225985288,0.120002865,0.135274943,0.017913667,0.030841878,0.006909435,0.015940865,0.016835127,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
3533,宁波,183,2020,20,宁波2020,Zhejiang,Zhejiang2020,强降雨区,湿润 I 区,East,235.634267,235.634267,5.91775,201.88222,27.834297,0,0.601689593,0.023642936,0.126200436,0.135940145,0.039448617,0.033386766,0.006909254,0.015940762,0.016841492,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3553,宁德,184,2020,20,宁德2020,Fujian,Fujian2020,强降雨区,湿润 II 区,East,40.258076,40.258076,7.621253,32.636823,0,0,0.569745561,0.068087373,0.114306968,0.135911822,0.039454837,0.033407606,0.006913612,0.015950816,0.016221406,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3558,怒江傈僳族自治州,185,2020,20,怒江傈僳族自治州2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,3.72,3.72,3.72,0,0,0,0.378822354,0.158720192,0.091791092,0.272035389,0.025540222,0.033379667,0.006909158,0.015940434,0.016861491,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3578,攀枝花,186,2020,20,攀枝花2020,Sichuan,Sichuan2020,湿润区,湿润 I 区,Southwest,17.31247,17.31247,0,17.31247,0,0,0.468877196,0.180388993,0.121831815,0.137822365,0.017962916,0.033385392,0.006908976,0.015940101,0.016882246,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
3598,盘锦,187,2020,20,盘锦2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,36.586384,36.586384,36.586384,0,0,0,0.559701339,0.125725136,0.114208492,0.142850593,0.018621378,0.014158897,0.007016871,0.016189048,0.001528246,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
3618,平顶山,188,2020,20,平顶山2020,Henan,Henan2020,半湿润区,半湿润区,Central,50.786729,50.786729,50.786729,0,0,0,0.465005172,0.204240442,0.120089718,0.139435553,0.018246477,0.013951945,0.006914038,0.015951732,0.016164922,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
3638,平凉,189,2020,20,平凉2020,Gansu,Gansu2020,半湿润区,半湿润区,Northwest,15.9054,15.9054,15.9054,0,0,0,0.406484981,0.262217882,0.110926281,0.129390271,0.017861903,0.033385293,0.006910309,0.015940089,0.01688299,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
3658,萍乡,190,2020,20,萍乡2020,Jiangxi,Jiangxi2020,强降雨区,湿润 II 区,East,23.704482,23.704482,0,23.704482,0,0,0.507761598,0.165592927,0.119256357,0.141299647,0.018388392,0.014029138,0.00695257,0.016040685,0.010678686,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
3678,莆田,191,2020,20,莆田2020,Fujian,Fujian2020,强降雨区,湿润 I 区,East,81.087197,81.087197,0,81.087197,0,0,0.71335133,0.026143207,0.145554779,0.002398933,0.039449902,0.033385929,0.006909078,0.015940353,0.016866488,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3698,濮阳,192,2020,20,濮阳2020,Henan,Henan2020,半湿润区,半湿润区,Central,34.9,34.9,34.9,0,0,0,0.474135956,0.193573691,0.120997668,0.139908767,0.018248981,0.013954919,0.006912953,0.015949253,0.016317811,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
3718,普洱,193,2020,20,普洱2020,Yunnan,Yunnan2020,强降雨区,湿润 I 区,Southwest,9.3996,9.3385,9.3385,0,0,0.0611,0.426576862,0.232253751,0.113690732,0.136523609,0.017874589,0.033386664,0.006909283,0.015940725,0.016843785,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3738,七台河,194,2020,20,七台河2020,Heilongjiang,Heilongjiang2020,半湿润区,半湿润区,Northeast,12.954629,12.954629,0,12.954629,0,0,0.448305983,0.278467191,0.096781895,0.11913806,0.018516063,0.014087527,0.007019187,0.016189596,0.0014945,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
3758,齐齐哈尔,195,2020,20,齐齐哈尔2020,Heilongjiang,Heilongjiang2020,半湿润区,半湿润区,Northeast,39.5724,39.4724,39.4724,0,0,0.1,0.471710864,0.228287266,0.114496664,0.128141794,0.018516681,0.01414332,0.007017627,0.016189568,0.001496218,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
3778,潜江,196,2020,20,潜江2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,20.41795,20.41795,20.41795,0,0,0,0.533212146,0.111278006,0.123699798,0.136833677,0.029941753,0.025841545,0.006912876,0.01593432,0.016345879,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
3798,黔东南自治州,197,2020,20,黔东南自治州2020,Guizhou,Guizhou2020,湿润区,湿润 I 区,Southwest,19.1897,18.354785,0,18.354785,0,0.834915,0.492382745,0.153717139,0.125348863,0.13752492,0.017946347,0.033353239,0.006909028,0.015940178,0.016877541,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
3818,黔南布依族苗族自治州,198,2020,20,黔南布依族苗族自治州2020,Guizhou,Guizhou2020,湿润区,湿润 I 区,Southwest,18.361,17.60822,0.09951,17.50871,0,0.75278,0.492382745,0.153717139,0.125348863,0.13752492,0.017946347,0.033353239,0.006909028,0.015940178,0.016877541,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
3841,黔西南自治州,199,2020,20,黔西南自治州2020,Guizhou,Guizhou2020,湿润区,湿润 I 区,Southwest,14.728955,14.316544,1.5,12.816544,0,0.412411,0.492382745,0.153717139,0.125348863,0.13752492,0.017946347,0.033353239,0.006909028,0.015940178,0.016877541,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
3861,钦州,200,2020,20,钦州2020,Guangxi,Guangxi2020,强降雨区,湿润 II 区,South,28.49162,28.49162,4.22487,24.26675,0,0,0.506849803,0.133118607,0.114306325,0.13594633,0.036753348,0.033388675,0.006909647,0.015941668,0.016785597,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,1658.4,4.93
3881,秦皇岛,201,2020,20,秦皇岛2020,Hebei,Hebei2020,半湿润区,半湿润区,North,48.7908,48.790773,0,47.2367,1.554073,0.000027,0.475617113,0.212975409,0.11907755,0.134844116,0.01851757,0.014157497,0.007016534,0.016187781,0.001606431,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
3901,青岛,202,2020,20,青岛2020,Shandong,Shandong2020,半湿润区,半湿润区,East,364.692819,364.692819,3.51923,352.92123,8.252359,0,0.610481782,0.033801362,0.131171128,0.140007891,0.031063415,0.013947006,0.006910435,0.015943486,0.016673495,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
3921,清远,203,2020,20,清远2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,60.574407,60.574407,60.574407,0,0,0,0.538300468,0.101001091,0.120894302,0.136993272,0.029745263,0.033387061,0.006909348,0.015940977,0.016828219,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
3941,庆阳,204,2020,20,庆阳2020,Gansu,Gansu2020,半湿润区,半湿润区,Northwest,12.775,12.775,12.775,0,0,0,0.435606067,0.216058891,0.118888853,0.137826542,0.018492603,0.033385021,0.006908903,0.015939924,0.016893197,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
3961,琼海,205,2020,20,琼海2020,Hainan,Hainan2020,强降雨区,湿润 II 区,South,7.8121,7.8121,0,7.8121,0,0,0.479534707,0.184508882,0.122377944,0.139117316,0.018541889,0.016654087,0.006912349,0.01594784,0.016404985,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
