,地级市,地级市编号,年份,年份编号,,省份,省份年份,2001~2008的分区,2009~2018的分区,地理区位,清运量,无害化处理量,卫生填埋量,焚烧量,堆肥量,简易填埋量,有机组分,灰分,纸类,塑料,织物,木竹,金属,玻璃,其他,有机组分C,灰分C,纸类C,塑料C,织物C,竹木C,玻璃C,金属C,其他C,有机组分N,灰分N,纸类N,塑料N,织物N,竹木N,玻璃N,金属N,其他N,有机组分K,灰分K,纸类K,塑料K,织物K,竹木K,玻璃K,金属K,其他K,有机组分P,灰分P,纸类P,塑料P,织物P,竹木P,玻璃P,金属P,其他P,卫生填埋CH4氧化因子,简易填埋CH4氧化因子,卫生填埋CH4修正因子（MCF）,简易填埋CH4修正因子（MCF）,卫生填埋CH4收集率%,简易填埋CH4收集率%,纸类/织物k,竹木k,园林和公园废弃物k,食物垃圾k,食物垃圾DOCf,木材DOCf,纸张DOCf,织物DOCf,园林废物DOCf,纸类DOC（%）,竹木DOC（%）,织物DOC（%）,食物垃圾DOC（%）,卫生填埋垃圾渗滤液量（立方米/吨垃圾）,简易填埋垃圾渗滤液量（立方米/吨垃圾）,卫生填埋垃圾渗滤液COD（克/立方米）,简易填埋垃圾渗滤液COD（克/立方米）,卫生填埋垃圾渗滤液NH4-N（克/立方米）,简易填埋垃圾渗滤液NH4-N（克/立方米）,卫生填埋垃圾渗滤液总磷（克/立方米）,简易填埋垃圾渗滤液总磷（克/立方米）,卫生填埋垃圾渗滤液TN（克/立方米）,简易填埋垃圾渗滤液TN（克/立方米）,填埋垃圾渗滤液K（克/立方米）,灰渣有机碳
4001,衢州,206,2020,20,衢州2020,Zhejiang,Zhejiang2020,强降雨区,湿润 II 区,East,31.48924,31.4892,5.644,25.8452,0,0.00004,0.557744364,0.081256779,0.113560057,0.135909739,0.039385548,0.033407534,0.006916129,0.015956624,0.015863226,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
3981,曲靖,207,2020,20,曲靖2020,Yunnan,Yunnan2020,湿润区,湿润 I 区,Southwest,41.787312,41.787312,12.64,29.147312,0,0,0.45596555,0.194972359,0.107030756,0.136308541,0.03259672,0.033385056,0.006908898,0.01593994,0.016892179,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4021,泉州,208,2020,20,泉州2020,Fujian,Fujian2020,强降雨区,湿润 II 区,East,204.179617,204.178517,11.7936,185.651175,6.733742,0.0011,0.598716603,0.045003965,0.126044094,0.138986166,0.037442028,0.014434512,0.006911548,0.015946055,0.016515027,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4039,日喀则,209,2020,20,日喀则2020,Xizang,Xizang2020,干旱半干旱区,半湿润区,Southwest,9.855,9.855,9.855,0,0,0,0.416210184,0.254156974,0.103438795,0.135250787,0.017865723,0.033386618,0.00690932,0.015940773,0.016840826,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
4059,日照,210,2020,20,日照2020,Shandong,Shandong2020,半湿润区,半湿润区,East,34.707422,34.707422,4.24112,28.606336,1.859966,0,0.558027496,0.104505609,0.121067696,0.141025109,0.023717229,0.0139719,0.006923691,0.01597407,0.0147872,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,657.74,4.93
4079,三门峡,211,2020,20,三门峡2020,Henan,Henan2020,半湿润区,半湿润区,Central,31.13198,30.94698,30.94698,0,0,0.185,0.454719315,0.21816776,0.114877734,0.139871753,0.018272101,0.015270196,0.006915536,0.01595521,0.015950394,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
4099,三明,212,2020,20,三明2020,Fujian,Fujian2020,强降雨区,湿润 II 区,East,17.689323,17.689317,2.328632,12.534173,2.826512,0.000006,0.592869829,0.038841396,0.116602961,0.139267938,0.039455707,0.03339096,0.006910119,0.015942759,0.01671833,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
,三沙,213,2020,20,三沙2020,Hainan,Hainan2020,强降雨区,湿润 II 区,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,三亚,214,2020,20,三亚2020,Hainan,Hainan2020,强降雨区,湿润 II 区,South,81.464308,81.464308,20.9998,53.953266,6.511242,0,0.479836631,0.187548561,0.120823091,0.140225923,0.018259214,0.014001179,0.006912044,0.015947172,0.016446185,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
4144,厦门,215,2020,20,厦门2020,Fujian,Fujian2020,强降雨区,湿润 I 区,East,202.229552,202.229552,59.972512,112.166179,30.090861,0,0.595362422,0.054492976,0.126292952,0.140013379,0.030712959,0.013957905,0.006913025,0.015949462,0.01630492,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4149,山南,216,2020,20,山南2020,Xizang,Xizang2020,干旱半干旱区,半湿润区,Southwest,6.388,6.2285,6.2285,0,0,0.1595,0.42102023,0.24497412,0.107445744,0.135602225,0.017863676,0.033384664,0.006909171,0.015940467,0.016859704,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
4169,汕头,217,2020,20,汕头2020,Guangdong,Guangdong2020,强降雨区,湿润 I 区,South,123.628461,123.628461,41.94608,81.682381,0,0,0.491548223,0.17175856,0.125629662,0.139496144,0.018260935,0.013946568,0.006911663,0.015946267,0.016501979,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
4189,汕尾,218,2020,20,汕尾2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,26.393066,26.393066,0,26.393066,0,0,0.444614518,0.232190438,0.113238371,0.139292465,0.018265425,0.013995194,0.00691856,0.015962142,0.015522886,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
4209,商洛,219,2020,20,商洛2020,Shannxi,Shannxi2020,半湿润区,半湿润区,Northwest,7.90324,7.90324,7.90324,0,0,0,0.40842458,0.251511823,0.115714414,0.133370399,0.017856574,0.033385194,0.006909416,0.015940015,0.016887585,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,921.73,2.48
4229,商丘,220,2020,20,商丘2020,Henan,Henan2020,半湿润区,半湿润区,Central,59.4735,58.9809,48.9809,10,0,0.4926,0.440008332,0.235658932,0.118300023,0.136118661,0.018270037,0.013971048,0.006923989,0.015974273,0.014774705,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,4.93
4249,上海,221,2020,20,上海2020,Shanghai,Shanghai2020,湿润区,湿润 I 区,East,868.087443,868.087443,69.950656,682.114589,116.022198,0,0.619535941,0.028923833,0.135861327,0.141536134,0.02061527,0.013943306,0.006910026,0.015942544,0.01673162,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4269,上饶,222,2020,20,上饶2020,Jiangxi,Jiangxi2020,强降雨区,湿润 II 区,East,44.580909,44.580909,38.195795,6.385114,0,0,0.504842645,0.169042789,0.119039361,0.141243913,0.018383655,0.014032872,0.006954421,0.016044954,0.01041539,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,657.74,4.93
4289,韶关,223,2020,20,韶关2020,Guangdong,Guangdong2020,强降雨区,湿润 I 区,South,44.069196,44.069196,44.069196,0,0,0,0.467622263,0.202315431,0.118818704,0.139815638,0.018249846,0.013957117,0.006912657,0.015948573,0.016359772,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
4309,邵阳,224,2020,20,邵阳2020,Hunan,Hunan2020,强降雨区,湿润 I 区,Central,48.72016,48.72016,48.72016,0,0,0,0.435588776,0.242577261,0.118184208,0.134480079,0.018286884,0.013982253,0.006929732,0.015987098,0.01398371,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4329,绍兴,225,2020,20,绍兴2020,Zhejiang,Zhejiang2020,强降雨区,湿润 I 区,East,127.930814,127.930784,22.663564,93.236644,12.030576,0.00003,0.597151672,0.029614052,0.124950385,0.135904414,0.039400437,0.033358956,0.006909768,0.015941948,0.016768368,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4349,深圳,226,2020,20,深圳2020,Guangdong,Guangdong2020,强降雨区,湿润 II 区,South,715.55893,715.55893,43.772873,623.35981,48.426247,0,0.59805756,0.019476974,0.13406203,0.135935785,0.039340734,0.033385026,0.006908891,0.015939926,0.016893074,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.3,1,0.61,40,5,0.07,0.035,0.17,0.4,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5020,3720,1120,930,13,9.6,1500,1120,1658.4,4.93
4369,沈阳,227,2020,20,沈阳2020,Liaoning,Liaoning2020,半湿润区,半湿润区,Northeast,269.332364,269.332375,8.962677,245.147298,15.2224,0,0.579521067,0.096976713,0.124705983,0.141379883,0.018515373,0.014158779,0.007016819,0.016188915,0.001536468,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
4389,十堰,228,2020,20,十堰2020,Hubei,Hubei2020,湿润区,湿润 I 区,Central,36.580302,36.580302,16.523835,20.056467,0,0,0.552565034,0.080065979,0.12084875,0.135976295,0.037451247,0.033386257,0.006909147,0.015940514,0.016856776,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.4,0.75,5900,4380,1470,1010,19,14.1,1600,1200,921.73,4.93
4409,石河子,229,2020,20,石河子2020,Xinjiang,Xinjiang2020,干旱半干旱区,半湿润区,Northwest,9.929144,9.929144,0,9.929144,0,0,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
4429,石家庄,230,2020,20,石家庄2020,Hebei,Hebei2020,半湿润区,半湿润区,North,143.11672,143.11672,13.477344,119.258813,10.380563,0,0.543906758,0.133686515,0.122422373,0.141854167,0.018502193,0.01414807,0.007011511,0.016176669,0.002291745,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
4448,石嘴山,231,2020,20,石嘴山2020,Ningxia,Ningxia2020,干旱半干旱区,干旱半干旱区,Northwest,16.22186,16.22186,13.65235,0,2.56951,0,0.41367306,0.243176179,0.116539426,0.135627575,0.017858812,0.033385097,0.006909051,0.015939962,0.016890839,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
4453,双河,232,2020,20,双河2020,Xinjiang,Xinjiang2020,干旱半干旱区,干旱半干旱区,Northwest,1.2,1.095,1.095,0,0,0.105,0.484096661,0.155136484,0.127265728,0.13709094,0.023282702,0.033385005,0.006908901,0.015939916,0.016893664,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.15,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.07,0.05,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
4473,双鸭山,233,2020,20,双鸭山2020,Heilongjiang,Heilongjiang2020,半湿润区,半湿润区,Northeast,17.8509,17.8509,17.8509,0,0,0,0.450603239,0.288658851,0.089006187,0.114900182,0.0185254,0.013602798,0.007019224,0.016189595,0.001494523,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
4493,朔州,234,2020,20,朔州2020,Shanxi,Shanxi2020,半湿润区,干旱半干旱区,North,32.310544,32.310544,32.310544,0,0,0,0.475286105,0.219780114,0.10602017,0.141329295,0.018529148,0.014156508,0.007015701,0.016186318,0.001696642,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
4513,四平,235,2020,20,四平2020,Jilin,Jilin2020,半湿润区,半湿润区,Northeast,21.00035,21.00035,2.938402,18.061948,0,0,0.452108182,0.269407244,0.105112845,0.116276283,0.018520256,0.013871421,0.007019497,0.016189593,0.00149468,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
4533,松原,236,2020,20,松原2020,Jilin,Jilin2020,半湿润区,半湿润区,Northeast,23.682087,23.682087,5.632966,18.049121,0,0,0.448131597,0.274726232,0.096947148,0.122844838,0.018515213,0.01413231,0.007018472,0.016189594,0.001494596,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,7940,6000,948,730,7.1,5.5,1264,972,921.73,2.48
4553,苏州,237,2020,20,苏州2020,Jiangsu,Jiangsu2020,湿润区,湿润 I 区,East,360.865565,360.865565,27.634419,318.195743,15.035403,0,0.598635174,0.027714638,0.125280238,0.135910896,0.039429241,0.033384558,0.006909587,0.01594153,0.016794138,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.06,0.03,0.1,0.185,0.8,0.5,0.5,0.2,0.7,23.34,21.07,32.71,4.27,0.3,0.55,5900,4380,1470,1010,19,14.1,1600,1200,657.74,4.93
4613,绥化,238,2020,20,绥化2020,Heilongjiang,Heilongjiang2020,半湿润区,半湿润区,Northeast,37.0226,36.6548,15.695,20.9598,0,0.3678,0.448785703,0.26980613,0.09685647,0.127182586,0.018514843,0.014152044,0.007017846,0.016189591,0.001494789,0.184,0.5,0.35,0.574,0.357,0.45,0.003,0.21,0.203,0.0108,0.005,0.00365,0.00354,0.0235,0.004,0,0.000903,0.00727,0.00732,0.013,0.0007295,0.00075,0.000706,0.000964,0.00659,0.00047,0,0.00184,0.0383,0.000105,0.000391,0.000764,0.000219,0,0.00009,0.0001,0,0.2,1,0.61,40,5,0.04,0.02,0.05,0.06,0.8,0.5,0.5,0.2,0.7,28.53,35.51,27.68,10.19,0.15,0.25,6550,5150,1925,1130,15,12.3,2038,1420,921.73,2.48
